metric,beta_const,beta_phq,p_phq,beta_gad,p_gad,r2
rot_speed_avg_total,32.63748408471195,-0.2631980117692846,0.511593410106193,0.2659283092395971,0.5361911616532118,0.014024750558443322
circ_sd_mean,22.956365265330604,-0.031004041695137208,0.9451012423856978,1.0879831712798549,0.029221059158875892,0.16813081995040857
